SectorID	SectorName	IndustryID	IndustryName	JobName	JobNumbers	Synonyms	Synonyms	Synonyms	Synonyms	Synonyms	Synonyms	Synonyms	Synonyms	Synonyms	Synonyms
31-33	Manufacturing	334600	Manufacturing and Reproducing Magnetic and Optical Media	"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic"	750										
31-33	Manufacturing	311700	Seafood Product Preparation and Packaging	Helpers--Production Workers	750										
11	"Agriculture, Forestry, Fishing and Hunting"	113300	Logging	"Laborers and Freight, Stock, and Material Movers, Hand"	740										
48-49	Transportation and Warehousing	481200	Nonscheduled Air Transportation	"First-Line Supervisors of Mechanics, Installers, and Repairers"	740										
31-33	Manufacturing	311700	Seafood Product Preparation and Packaging	"Maintenance and Repair Workers, General"	740										
44-45	Retail Trade	448200	Shoe Stores	"Office Clerks, General"	740										
11	"Agriculture, Forestry, Fishing and Hunting"	115200	Support Activities for Animal Production	"Office Clerks, General"	740										
31-33	Manufacturing	337900	Other Furniture Related Product Manufacturing	Heavy and Tractor-Trailer Truck Drivers	730										
44-45	Retail Trade	448200	Shoe Stores	Sales Managers	730										
48-49	Transportation and Warehousing	488200	Support Activities for Rail Transportation	"Motor Vehicle Operators, All Other"	730										
31-33	Manufacturing	313100	"Fiber, Yarn, and Thread Mills"	"Laborers and Freight, Stock, and Material Movers, Hand"	720										
31-33	Manufacturing	336900	Other Transportation Equipment Manufacturing	"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products"	720										
48-49	Transportation and Warehousing	486200	Pipeline Transportation of Natural Gas	Accountants and Auditors	720										
48-49	Transportation and Warehousing	488200	Support Activities for Rail Transportation	First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators	720										
31-33	Manufacturing	312200	Tobacco Manufacturing	"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders"	720										
31-33	Manufacturing	313100	"Fiber, Yarn, and Thread Mills"	"Maintenance Workers, Machinery"	710										
31-33	Manufacturing	327400	Lime and Gypsum Product Manufacturing	Industrial Truck and Tractor Operators	710										
31-33	Manufacturing	336900	Other Transportation Equipment Manufacturing	General and Operations Managers	710										
31-33	Manufacturing	336500	Railroad Rolling Stock Manufacturing	First-Line Supervisors of Production and Operating Workers	710										
72	Accommodation and Food Services	721300	Rooming and Boarding Houses	"Cooks, All Other"	710										
48-49	Transportation and Warehousing	488200	Support Activities for Rail Transportation	General and Operations Managers	710										
48-49	Transportation and Warehousing	485100	Urban Transit Systems	Cleaners of Vehicles and Equipment	710										
31-33	Manufacturing	313100	"Fiber, Yarn, and Thread Mills"	"Textile Knitting and Weaving Machine Setters, Operators, and Tenders"	700										
44-45	Retail Trade	453100	Florists	"Farmworkers and Laborers, Crop, Nursery, and Greenhouse"	700										
31-33	Manufacturing	332500	Hardware Manufacturing	Machinists	700										
31-33	Manufacturing	336500	Railroad Rolling Stock Manufacturing	Mechanical Engineers	700										
31-33	Manufacturing	336500	Railroad Rolling Stock Manufacturing	Rail Car Repairers	700										
51	Information	512200	Sound Recording Industries	Producers and Directors	700										
48-49	Transportation and Warehousing	485100	Urban Transit Systems	Subway and Streetcar Operators	700										
31-33	Manufacturing	334600	Manufacturing and Reproducing Magnetic and Optical Media	"Inspectors, Testers, Sorters, Samplers, and Weighers"	690										
31-33	Manufacturing	336900	Other Transportation Equipment Manufacturing	"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders"	690										
48-49	Transportation and Warehousing	486200	Pipeline Transportation of Natural Gas	"Plumbers, Pipefitters, and Steamfitters"	690										
31-33	Manufacturing	311700	Seafood Product Preparation and Packaging	Food Batchmakers	690										
52	Finance and Insurance	521100	Monetary Authorities-Central Bank	"Software Developers, Applications"	680										
48-49	Transportation and Warehousing	481200	Nonscheduled Air Transportation	"Dispatchers, Except Police, Fire, and Ambulance"	680										
48-49	Transportation and Warehousing	486200	Pipeline Transportation of Natural Gas	General and Operations Managers	670										
71	"Arts, Entertainment, and Recreation"	711400	"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures"	General and Operations Managers	660										
31-33	Manufacturing	332500	Hardware Manufacturing	"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products"	660										
31-33	Manufacturing	332500	Hardware Manufacturing	"Computer-Controlled Machine Tool Operators, Metal and Plastic"	650										
31-33	Manufacturing	315900	Apparel Accessories and Other Apparel Manufacturing	"Textile Cutting Machine Setters, Operators, and Tenders"	640										
48-49	Transportation and Warehousing	485500	Charter Bus Industry	"Office Clerks, General"	640										
31-33	Manufacturing	313100	"Fiber, Yarn, and Thread Mills"	"Maintenance and Repair Workers, General"	640										
31-33	Manufacturing	332500	Hardware Manufacturing	Customer Service Representatives	640										
48-49	Transportation and Warehousing	488900	Other Support Activities for Transportation	"Office Clerks, General"	640										
31-33	Manufacturing	336900	Other Transportation Equipment Manufacturing	Mechanical Engineers	640										
31-33	Manufacturing	334300	Audio and Video Equipment Manufacturing	General and Operations Managers	630										
48-49	Transportation and Warehousing	485500	Charter Bus Industry	First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators	630										
11	"Agriculture, Forestry, Fishing and Hunting"	113300	Logging	"Bookkeeping, Accounting, and Auditing Clerks"	630										
48-49	Transportation and Warehousing	481200	Nonscheduled Air Transportation	"Transportation Workers, All Other"	630										
31-33	Manufacturing	336500	Railroad Rolling Stock Manufacturing	"Inspectors, Testers, Sorters, Samplers, and Weighers"	630										
31-33	Manufacturing	311700	Seafood Product Preparation and Packaging	"Food Processing Workers, All Other"	630										
71	"Arts, Entertainment, and Recreation"	711400	"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures"	Executive Secretaries and Executive Administrative Assistants	620										
48-49	Transportation and Warehousing	485200	Interurban and Rural Bus Transportation	Cleaners of Vehicles and Equipment	620										
31-33	Manufacturing	334600	Manufacturing and Reproducing Magnetic and Optical Media	Packaging and Filling Machine Operators and Tenders	620										
48-49	Transportation and Warehousing	488900	Other Support Activities for Transportation	"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand"	620										
48-49	Transportation and Warehousing	485500	Charter Bus Industry	Taxi Drivers and Chauffeurs	610										
52	Finance and Insurance	521100	Monetary Authorities-Central Bank	Computer Systems Analysts	610										
44-45	Retail Trade	454200	Vending Machine Operators	"Bookkeeping, Accounting, and Auditing Clerks"	610										
52	Finance and Insurance	521100	Monetary Authorities-Central Bank	Accountants and Auditors	600										
31-33	Manufacturing	336500	Railroad Rolling Stock Manufacturing	"Maintenance and Repair Workers, General"	600										
11	"Agriculture, Forestry, Fishing and Hunting"	115200	Support Activities for Animal Production	General and Operations Managers	600										
44-45	Retail Trade	454200	Vending Machine Operators	"First-Line Supervisors of Mechanics, Installers, and Repairers"	600										
48-49	Transportation and Warehousing	483200	Inland Water Transportation	"Cooks, Institution and Cafeteria"	590										
31-33	Manufacturing	327400	Lime and Gypsum Product Manufacturing	Industrial Machinery Mechanics	590										
48-49	Transportation and Warehousing	486200	Pipeline Transportation of Natural Gas	Customer Service Representatives	590										
51	Information	517400	Satellite Telecommunications	Telemarketers	590										
51	Information	517400	Satellite Telecommunications	"Sales Representatives, Services, All Other"	580										
48-49	Transportation and Warehousing	487100	"Scenic and Sightseeing Transportation, Land"	Taxi Drivers and Chauffeurs	580										
48-49	Transportation and Warehousing	487200	"Scenic and Sightseeing Transportation, Water"	Tour Guides and Escorts	580										
48-49	Transportation and Warehousing	485100	Urban Transit Systems	Customer Service Representatives	580										
31-33	Manufacturing	315100	Apparel Knitting Mills	Packaging and Filling Machine Operators and Tenders	570										
31-33	Manufacturing	332500	Hardware Manufacturing	"Shipping, Receiving, and Traffic Clerks"	570										
11	"Agriculture, Forestry, Fishing and Hunting"	115200	Support Activities for Animal Production	"Bookkeeping, Accounting, and Auditing Clerks"	570										
48-49	Transportation and Warehousing	483200	Inland Water Transportation	General and Operations Managers	560										
48-49	Transportation and Warehousing	481200	Nonscheduled Air Transportation	"Sales Representatives, Services, All Other"	560										
48-49	Transportation and Warehousing	487900	"Scenic and Sightseeing Transportation, Other"	Commercial Pilots	560										
48-49	Transportation and Warehousing	485500	Charter Bus Industry	General and Operations Managers	550										
31-33	Manufacturing	334300	Audio and Video Equipment Manufacturing	Electrical and Electronics Engineering Technicians	540										
71	"Arts, Entertainment, and Recreation"	711400	"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures"	"Bookkeeping, Accounting, and Auditing Clerks"	530										
31-33	Manufacturing	332500	Hardware Manufacturing	"Inspectors, Testers, Sorters, Samplers, and Weighers"	530										
48-49	Transportation and Warehousing	483200	Inland Water Transportation	Crane and Tower Operators	530										
31-33	Manufacturing	327400	Lime and Gypsum Product Manufacturing	"Mixing and Blending Machine Setters, Operators, and Tenders"	530										
52	Finance and Insurance	521100	Monetary Authorities-Central Bank	General and Operations Managers	530										
48-49	Transportation and Warehousing	481200	Nonscheduled Air Transportation	"Bookkeeping, Accounting, and Auditing Clerks"	530										
48-49	Transportation and Warehousing	481200	Nonscheduled Air Transportation	Customer Service Representatives	530										
52	Finance and Insurance	521100	Monetary Authorities-Central Bank	"Bookkeeping, Accounting, and Auditing Clerks"	520										
31-33	Manufacturing	311700	Seafood Product Preparation and Packaging	General and Operations Managers	520										
51	Information	512200	Sound Recording Industries	"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive"	520										
48-49	Transportation and Warehousing	485200	Interurban and Rural Bus Transportation	"Bus Drivers, School or Special Client"	510										
31-33	Manufacturing	312200	Tobacco Manufacturing	Industrial Truck and Tractor Operators	510										
48-49	Transportation and Warehousing	485100	Urban Transit Systems	"First-Line Supervisors of Mechanics, Installers, and Repairers"	510										
31-33	Manufacturing	334300	Audio and Video Equipment Manufacturing	"Electronics Engineers, Except Computer"	500										
31-33	Manufacturing	313100	"Fiber, Yarn, and Thread Mills"	"Shipping, Receiving, and Traffic Clerks"	500										
31-33	Manufacturing	334600	Manufacturing and Reproducing Magnetic and Optical Media	Industrial Truck and Tractor Operators	500										
52	Finance and Insurance	521100	Monetary Authorities-Central Bank	Computer and Information Systems Managers	500										
11	"Agriculture, Forestry, Fishing and Hunting"	115200	Support Activities for Animal Production	Landscaping and Groundskeeping Workers	500										
31-33	Manufacturing	334300	Audio and Video Equipment Manufacturing	"Inspectors, Testers, Sorters, Samplers, and Weighers"	490										
31-33	Manufacturing	327400	Lime and Gypsum Product Manufacturing	"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders"	490										
